     1620595 ,     1620609 ,           2 ,     1620591 ,     1620593 ,           0 ,           0
     1620597 ,     1620613 ,           0 ,           0 ,           0 ,           0 ,           0
     1620599 ,     1620613 ,           0 ,           0 ,           0 ,           0 ,           0
     1620601 ,     1620609 ,           0 ,           0 ,           0 ,           0 ,           0
     1620603 ,     1620619 ,           0 ,           0 ,           0 ,           0 ,           0
     1620605 ,     1620619 ,           0 ,           0 ,           0 ,           0 ,           0
     1620607 ,     1620621 ,           0 ,           0 ,           0 ,           0 ,           0
     1620609 ,     1620621 ,           2 ,     1620595 ,     1620601 ,           0 ,           0
     1620611 ,     1620615 ,           2 ,     1620587 ,     1620589 ,           0 ,           0
     1620613 ,     1620615 ,           2 ,     1620597 ,     1620599 ,           0 ,           0
     1620615 ,     1620625 ,           2 ,     1620611 ,     1620613 ,           0 ,           0
     1620617 ,     1620625 ,           0 ,           0 ,           0 ,           0 ,           0
     1620619 ,     1621093 ,           2 ,     1620603 ,     1620605 ,           0 ,           0
     1620621 ,     1621093 ,           2 ,     1620607 ,     1620609 ,           0 ,           0
     1620623 ,     1621117 ,           0 ,           0 ,           0 ,           0 ,           0
     1620625 ,     1621087 ,           2 ,     1620615 ,     1620617 ,           0 ,           0
     1620627 ,     1621087 ,           1 ,     1621117 ,           0 ,           0 ,           0
     1620629 ,     1620639 ,           0 ,           0 ,           0 ,           0 ,           0
     1620631 ,     1620633 ,           2 ,     1621073 ,     1621077 ,           0 ,           0
     1620633 ,     1620703 ,           2 ,     1620631 ,     1621071 ,           0 ,           0
     1620635 ,     1620667 ,           2 ,     1621081 ,     1621083 ,           0 ,           0
     1620637 ,     1620657 ,           2 ,     1621089 ,     1621091 ,           0 ,           0
     1620639 ,     1620649 ,           2 ,     1620629 ,     1621067 ,           0 ,           0
     1620641 ,     1620649 ,           2 ,     1620643 ,     1620651 ,           0 ,           0
     1620643 ,     1620641 ,           0 ,           0 ,           0 ,           0 ,           0
     1620645 ,     1620665 ,           0 ,           0 ,           0 ,           0 ,           0
     1620647 ,     1620655 ,           0 ,           0 ,           0 ,           0 ,           0
     1620649 ,     1620659 ,           2 ,     1620639 ,     1620641 ,           0 ,           0
     1620651 ,     1620641 ,           0 ,           0 ,           0 ,           0 ,           0
     1620653 ,     1621097 ,           0 ,           0 ,           0 ,           0 ,           0
     1620655 ,     1620659 ,           2 ,     1620647 ,     1620685 ,           0 ,           0
     1620657 ,     1620663 ,           2 ,     1620637 ,     1621087 ,           0 ,           0
     1620659 ,     1620691 ,           2 ,     1620649 ,     1620655 ,           0 ,           0
     1620661 ,     1621097 ,           0 ,           0 ,           0 ,           0 ,           0
     1620663 ,     1620665 ,           2 ,     1620657 ,     1621095 ,           0 ,           0
     1620665 ,     1620683 ,           2 ,     1620645 ,     1620663 ,           0 ,           0
     1620667 ,     1620679 ,           2 ,     1620635 ,     1621085 ,           0 ,           0
     1620669 ,     1620711 ,           0 ,           0 ,           0 ,           0 ,           0
     1620671 ,     1620711 ,           0 ,           0 ,           0 ,           0 ,           0
     1620673 ,     1620687 ,           2 ,     1621075 ,     1621079 ,           0 ,           0
     1620675 ,     1620695 ,           1 ,     1620029 ,           0 ,           0 ,           0
     1620677 ,     1620695 ,           1 ,     1620681 ,           0 ,           0 ,           0
     1620679 ,     1620687 ,           2 ,     1620667 ,     1620683 ,           0 ,           0
     1620681 ,     1620677 ,           1 ,     1619661 ,           0 ,           0 ,           0
     1620683 ,     1620679 ,           2 ,     1620665 ,     1620697 ,           0 ,           0
     1620685 ,     1620655 ,           0 ,           0 ,           0 ,           0 ,           0
     1620687 ,     1620715 ,           2 ,     1620673 ,     1620679 ,           0 ,           0
     1620689 ,     1620701 ,           0 ,           0 ,           0 ,           0 ,           0
     1620691 ,     1620701 ,           2 ,     1620659 ,     1621069 ,           0 ,           0
     1620693 ,     1620727 ,           0 ,           0 ,           0 ,           0 ,           0
     1620695 ,     1620727 ,           2 ,     1620675 ,     1620677 ,           0 ,           0
     1620697 ,     1620683 ,           0 ,           0 ,           0 ,           0 ,           0
     1620699 ,     1620713 ,           0 ,           0 ,           0 ,           0 ,           0
     1620701 ,     1620747 ,           2 ,     1620689 ,     1620691 ,           0 ,           0
     1620703 ,     1620747 ,           2 ,     1620633 ,     1621093 ,           0 ,           0
     1620705 ,     1620733 ,           0 ,           0 ,           0 ,           0 ,           0
     1620707 ,     1620733 ,           0 ,           0 ,           0 ,           0 ,           0
     1620709 ,     1620713 ,           0 ,           0 ,           0 ,           0 ,           0
     1620711 ,     1620717 ,           2 ,     1620669 ,     1620671 ,           0 ,           0
     1620713 ,     1620741 ,           2 ,     1620699 ,     1620709 ,           0 ,           0
     1620715 ,     1620717 ,           2 ,     1620687 ,     1620729 ,           0 ,           0
     1620717 ,     1620735 ,           2 ,     1620711 ,     1620715 ,           0 ,           0
     1620719 ,     1620741 ,           0 ,           0 ,           0 ,           0 ,           0
     1620721 ,     1620735 ,           0 ,           0 ,           0 ,           0 ,           0
     1620723 ,     1620749 ,           0 ,           0 ,           0 ,           0 ,           0
     1620725 ,     1620749 ,           1 ,     1621145 ,           0 ,           0 ,           0
     1620727 ,     1620763 ,           2 ,     1620693 ,     1620695 ,           0 ,           0
     1620729 ,     1620715 ,           0 ,           0 ,           0 ,           0 ,           0
     1620731 ,     1620763 ,           0 ,           0 ,           0 ,           0 ,           0
     1620733 ,     1620739 ,           2 ,     1620705 ,     1620707 ,           0 ,           0
     1620735 ,     1620739 ,           2 ,     1620717 ,     1620721 ,           0 ,           0
     1620737 ,     1620769 ,           0 ,           0 ,           0 ,           0 ,           0
     1620739 ,     1620769 ,           2 ,     1620733 ,     1620735 ,           0 ,           0
     1620741 ,     1620745 ,           2 ,     1620713 ,     1620719 ,           0 ,           0
     1620743 ,     1620745 ,           0 ,           0 ,           0 ,           0 ,           0
     1620745 ,     1620753 ,           2 ,     1620741 ,     1620743 ,           0 ,           0
     1620747 ,     1620753 ,           2 ,     1620701 ,     1620703 ,           0 ,           0
     1620749 ,     1620779 ,           2 ,     1620723 ,     1620725 ,           0 ,           0
     1620751 ,     1620779 ,           0 ,           0 ,           0 ,           0 ,           0
     1620753 ,     1620759 ,           2 ,     1620745 ,     1620747 ,           0 ,           0
     1620755 ,     1620759 ,           2 ,     1620757 ,     1620765 ,           0 ,           0
     1620757 ,     1620755 ,           0 ,           0 ,           0 ,           0 ,           0
     1620759 ,     1621099 ,           2 ,     1620753 ,     1620755 ,           0 ,           0
     1620761 ,     1620855 ,           0 ,           0 ,           0 ,           0 ,           0
     1620763 ,     1620855 ,           2 ,     1620727 ,     1620731 ,           0 ,           0
     1620765 ,     1620755 ,           0 ,           0 ,           0 ,           0 ,           0
     1620767 ,     1621119 ,           0 ,           0 ,           0 ,           0 ,           0
     1620769 ,     1620795 ,           2 ,     1620737 ,     1620739 ,           0 ,           0
     1620771 ,     1620795 ,           0 ,           0 ,           0 ,           0 ,           0
     1620773 ,     1620805 ,           2 ,     1621103 ,     1621105 ,           0 ,           0
     1620775 ,     1620805 ,           1 ,     1621099 ,           0 ,           0 ,           0
     1620777 ,     1620807 ,           0 ,           0 ,           0 ,           0 ,           0
     1620779 ,     1620807 ,           2 ,     1620749 ,     1620751 ,           0 ,           0
     1620781 ,     1620801 ,           0 ,           0 ,           0 ,           0 ,           0
     1620783 ,     1620801 ,           0 ,           0 ,           0 ,           0 ,           0
     1620785 ,     1620813 ,           0 ,           0 ,           0 ,           0 ,           0
     1620787 ,     1620813 ,           0 ,           0 ,           0 ,           0 ,           0
     1620791 ,     1620793 ,           0 ,           0 ,           0 ,           0 ,           0
     1620793 ,     1620803 ,           1 ,     1620791 ,           0 ,           0 ,           0
     1620795 ,     1620811 ,           2 ,     1620769 ,     1620771 ,           0 ,           0
     1620797 ,     1620811 ,           0 ,           0 ,           0 ,           0 ,           0
     1620799 ,     1620893 ,           0 ,           0 ,           0 ,           0 ,           0
     1620801 ,     1620835 ,           2 ,     1620781 ,     1620783 ,           0 ,           0
     1620803 ,     1620809 ,           1 ,     1620793 ,           0 ,           0 ,           0
     1620805 ,     1620809 ,           2 ,     1620773 ,     1620775 ,           0 ,           0
     1620807 ,     1620835 ,           2 ,     1620777 ,     1620779 ,           0 ,           0
     1620809 ,     1620819 ,           2 ,     1620803 ,     1620805 ,           0 ,           0
     1620811 ,     1620819 ,           2 ,     1620795 ,     1620797 ,           0 ,           0
     1620813 ,     1620825 ,           2 ,     1620785 ,     1620787 ,           0 ,           0
     1620815 ,     1620825 ,           0 ,           0 ,           0 ,           0 ,           0
     1620817 ,     1620847 ,           2 ,     1621107 ,     1621111 ,           0 ,           0
     1620819 ,     1620821 ,           2 ,     1620809 ,     1620811 ,           0 ,           0
     1620821 ,     1620847 ,           1 ,     1620819 ,           0 ,           0 ,           0
     1620823 ,     1620839 ,           0 ,           0 ,           0 ,           0 ,           0
     1620825 ,     1620839 ,           2 ,     1620813 ,     1620815 ,           0 ,           0
     1620827 ,     1621125 ,           2 ,     1620829 ,     1620831 ,           0 ,           0
     1620829 ,     1620827 ,           1 ,     1621119 ,           0 ,           0 ,           0
     1620831 ,     1620827 ,           2 ,     1620841 ,     1620883 ,           0 ,           0
     1620833 ,     1621107 ,           0 ,           0 ,           0 ,           0 ,           0
     1620835 ,     1620851 ,           2 ,     1620801 ,     1620807 ,           0 ,           0
     1620837 ,     1620899 ,           0 ,           0 ,           0 ,           0 ,           0
     1620839 ,     1620899 ,           2 ,     1620823 ,     1620825 ,           0 ,           0
     1620841 ,     1620831 ,           1 ,     1621121 ,           0 ,           0 ,           0
     1620843 ,     1620849 ,           0 ,           0 ,           0 ,           0 ,           0
     1620845 ,     1620849 ,           0 ,           0 ,           0 ,           0 ,           0
     1620847 ,     1620901 ,           2 ,     1620817 ,     1620821 ,           0 ,           0
     1620849 ,     1620901 ,           2 ,     1620843 ,     1620845 ,           0 ,           0
     1620851 ,     1620857 ,           2 ,     1620835 ,     1620875 ,           0 ,           0
     1620853 ,     1620879 ,           0 ,           0 ,           0 ,           0 ,           0
     1620855 ,     1620873 ,           2 ,     1620761 ,     1620763 ,           0 ,           0
     1620857 ,     1620879 ,           2 ,     1620851 ,     1620953 ,           0 ,           0
     1620859 ,     1620943 ,           0 ,           0 ,           0 ,           0 ,           0
     1620861 ,     1620951 ,           0 ,           0 ,           0 ,           0 ,           0
     1620863 ,     1620951 ,           0 ,           0 ,           0 ,           0 ,           0
     1620865 ,     1620943 ,           1 ,     1621147 ,           0 ,           0 ,           0
     1620867 ,     1620873 ,           2 ,     1620881 ,     1620897 ,           0 ,           0
     1620869 ,     1621129 ,           0 ,           0 ,           0 ,           0 ,           0
     1620871 ,     1620885 ,           0 ,           0 ,           0 ,           0 ,           0
     1620873 ,     1620877 ,           2 ,     1620855 ,     1620867 ,           0 ,           0
     1620875 ,     1620851 ,           2 ,     1620887 ,     1620983 ,           0 ,           0
     1620877 ,     1620885 ,           2 ,     1620873 ,     1620991 ,           0 ,           0
     1620879 ,     1621109 ,           2 ,     1620853 ,     1620857 ,           0 ,           0
     1620881 ,     1620867 ,           1 ,     1621123 ,           0 ,           0 ,           0
     1620883 ,     1620831 ,           0 ,           0 ,           0 ,           0 ,           0
     1620885 ,     1620889 ,           2 ,     1620871 ,     1620877 ,           0 ,           0
     1620887 ,     1620875 ,           2 ,     1620889 ,     1620905 ,           0 ,           0
     1620889 ,     1620887 ,           2 ,     1620885 ,     1620989 ,           0 ,           0
     1620891 ,     1621127 ,           2 ,     1620895 ,     1620911 ,           0 ,           0
     1620893 ,     1620921 ,           2 ,     1620799 ,     1621101 ,           0 ,           0
     1620895 ,     1620891 ,           0 ,           0 ,           0 ,           0 ,           0
     1620897 ,     1620867 ,           1 ,     1620993 ,           0 ,           0 ,           0
     1620899 ,     1620917 ,           2 ,     1620837 ,     1620839 ,           0 ,           0
     1620901 ,     1620903 ,           2 ,     1620847 ,     1620849 ,           0 ,           0
     1620903 ,     1620917 ,           1 ,     1620901 ,           0 ,           0 ,           0
     1620905 ,     1620887 ,           2 ,     1620985 ,     1620987 ,           0 ,           0
     1620907 ,     1620915 ,           0 ,           0 ,           0 ,           0 ,           0
     1620909 ,     1621107 ,           0 ,           0 ,           0 ,           0 ,           0
     1620911 ,     1620891 ,           2 ,     1620995 ,     1620997 ,           0 ,           0
     1620913 ,     1620935 ,           1 ,     1620921 ,           0 ,           0 ,           0
     1620915 ,     1620941 ,           2 ,     1620907 ,     1621113 ,           0 ,           0
     1620917 ,     1620941 ,           2 ,     1620899 ,     1620903 ,           0 ,           0
     1620919 ,     1620935 ,           0 ,           0 ,           0 ,           0 ,           0
     1620921 ,     1620913 ,           2 ,     1620893 ,     1620923 ,           0 ,           0
     1620923 ,     1620921 ,           2 ,     1620931 ,     1620979 ,           0 ,           0
     1620925 ,     1620975 ,           0 ,           0 ,           0 ,           0 ,           0
     1620927 ,     1620933 ,           0 ,           0 ,           0 ,           0 ,           0
     1620929 ,     1620933 ,           1 ,     1621131 ,           0 ,           0 ,           0
     1620931 ,     1620923 ,           2 ,     1620959 ,     1621109 ,           0 ,           0
     1620933 ,     1621133 ,           2 ,     1620927 ,     1620929 ,           0 ,           0
     1620935 ,     1620939 ,           2 ,     1620913 ,     1620919 ,           0 ,           0
     1620937 ,     1620975 ,           2 ,     1620939 ,     1620947 ,           0 ,           0
     1620939 ,     1620937 ,           2 ,     1620935 ,     1620949 ,           0 ,           0
     1620941 ,     1622673 ,           2 ,     1620915 ,     1620917 ,           0 ,           0
     1620943 ,     1622677 ,           2 ,     1620859 ,     1620865 ,           0 ,           0
     1620945 ,     1622767 ,           0 ,           0 ,           0 ,           0 ,           0
     1620947 ,     1620937 ,           0 ,           0 ,           0 ,           0 ,           0
     1620949 ,     1620939 ,           1 ,     1620977 ,           0 ,           0 ,           0
     1620951 ,     1622667 ,           2 ,     1620861 ,     1620863 ,           0 ,           0
     1620953 ,     1620857 ,           0 ,           0 ,           0 ,           0 ,           0
     1620955 ,     1622689 ,           0 ,           0 ,           0 ,           0 ,           0
     1620957 ,     1625079 ,           1 ,     1621129 ,           0 ,           0 ,           0
     1620959 ,     1620931 ,           0 ,           0 ,           0 ,           0 ,           0
     1620961 ,     1623663 ,           1 ,     1622685 ,           0 ,           0 ,           0
     1620963 ,     1620971 ,           0 ,           0 ,           0 ,           0 ,           0
     1620965 ,     1622731 ,           0 ,           0 ,           0 ,           0 ,           0
     1620967 ,     1622725 ,           0 ,           0 ,           0 ,           0 ,           0
     1620969 ,     1622671 ,           0 ,           0 ,           0 ,           0 ,           0
     1620971 ,     1622691 ,           2 ,     1620963 ,     1620973 ,           0 ,           0
     1620973 ,     1620971 ,           1 ,     1622723 ,           0 ,           0 ,           0
     1620975 ,     1622711 ,           2 ,     1620925 ,     1620937 ,           0 ,           0
     1620977 ,     1620949 ,           1 ,     1622739 ,           0 ,           0 ,           0
     1620979 ,     1620923 ,           1 ,     1621115 ,           0 ,           0 ,           0
     1620981 ,     1621131 ,           1 ,     1622697 ,           0 ,           0 ,           0
     1620983 ,     1620875 ,           1 ,     1622727 ,           0 ,           0 ,           0
     1620985 ,     1620905 ,           1 ,     1622679 ,           0 ,           0 ,           0
     1620987 ,     1620905 ,           1 ,     1622699 ,           0 ,           0 ,           0
     1620989 ,     1620889 ,           1 ,     1622765 ,           0 ,           0 ,           0
     1620991 ,     1620877 ,           1 ,     1622749 ,           0 ,           0 ,           0
     1620993 ,     1620897 ,           1 ,     1622781 ,           0 ,           0 ,           0
     1620995 ,     1620911 ,           1 ,     1622751 ,           0 ,           0 ,           0
     1620997 ,     1620911 ,           1 ,     1622675 ,           0 ,           0 ,           0
     1620999 ,     1622683 ,           1 ,     1619707 ,           0 ,           0 ,           0
     1621063 ,     1621073 ,           2 ,     1620579 ,     1620581 ,           0 ,           0
     1621065 ,     1621073 ,           0 ,           0 ,           0 ,           0 ,           0
     1621067 ,     1620639 ,           0 ,           0 ,           0 ,           0 ,           0
     1621069 ,     1620691 ,           0 ,           0 ,           0 ,           0 ,           0
     1621071 ,     1620633 ,           0 ,           0 ,           0 ,           0 ,           0
     1621073 ,     1620631 ,           2 ,     1621063 ,     1621065 ,           0 ,           0
     1621075 ,     1620673 ,           0 ,           0 ,           0 ,           0 ,           0
     1621077 ,     1620631 ,           0 ,           0 ,           0 ,           0 ,           0
     1621079 ,     1620673 ,           0 ,           0 ,           0 ,           0 ,           0
     1621081 ,     1620635 ,           0 ,           0 ,           0 ,           0 ,           0
     1621083 ,     1620635 ,           0 ,           0 ,           0 ,           0 ,           0
     1621085 ,     1620667 ,           0 ,           0 ,           0 ,           0 ,           0
     1621087 ,     1620657 ,           2 ,     1620625 ,     1620627 ,           0 ,           0
     1621089 ,     1620637 ,           0 ,           0 ,           0 ,           0 ,           0
     1621091 ,     1620637 ,           0 ,           0 ,           0 ,           0 ,           0
     1621093 ,     1620703 ,           2 ,     1620619 ,     1620621 ,           0 ,           0
     1621095 ,     1620663 ,           0 ,           0 ,           0 ,           0 ,           0
     1621097 ,     1621099 ,           2 ,     1620653 ,     1620661 ,           0 ,           0
     1621099 ,     1620775 ,           2 ,     1620759 ,     1621097 ,           0 ,           0
     1621101 ,     1620893 ,           0 ,           0 ,           0 ,           0 ,           0
     1621103 ,     1620773 ,           0 ,           0 ,           0 ,           0 ,           0
     1621105 ,     1620773 ,           0 ,           0 ,           0 ,           0 ,           0
     1621107 ,     1620817 ,           2 ,     1620833 ,     1620909 ,           0 ,           0
     1621109 ,     1620931 ,           1 ,     1620879 ,           0 ,           0 ,           0
     1621111 ,     1620817 ,           0 ,           0 ,           0 ,           0 ,           0
     1621113 ,     1620915 ,           0 ,           0 ,           0 ,           0 ,           0
     1621115 ,     1620979 ,           1 ,     1621133 ,           0 ,           0 ,           0
     1621117 ,     1620627 ,           1 ,     1620623 ,           0 ,           0 ,           0
     1621119 ,     1620829 ,           1 ,     1620767 ,           0 ,           0 ,           0
     1621121 ,     1620841 ,           1 ,     1620095 ,           0 ,           0 ,           0
     1621123 ,     1620881 ,           2 ,     1621125 ,     1621127 ,           0 ,           0
     1621125 ,     1621123 ,           1 ,     1620827 ,           0 ,           0 ,           0
     1621127 ,     1621123 ,           1 ,     1620891 ,           0 ,           0 ,           0
     1621129 ,     1620957 ,           1 ,     1620869 ,           0 ,           0 ,           0
