     1619571 ,     1620045 ,           0 ,           0 ,           0 ,           0 ,           0
     1619573 ,     1619583 ,           0 ,           0 ,           0 ,           0 ,           0
     1619575 ,     1619583 ,           0 ,           0 ,           0 ,           0 ,           0
     1619577 ,     1619579 ,           1 ,     1620045 ,           0 ,           0 ,           0
     1619579 ,     1619595 ,           1 ,     1619577 ,           0 ,           0 ,           0
     1619581 ,     1619595 ,           1 ,     3589578 ,           0 ,           0 ,           0
     1619583 ,     1619585 ,           2 ,     1619573 ,     1619575 ,           0 ,           0
     1619585 ,     1619593 ,           2 ,     1619583 ,     1619587 ,           0 ,           0
     1619587 ,     1619585 ,           2 ,     1619589 ,     1619597 ,           0 ,           0
     1619589 ,     1619587 ,           0 ,           0 ,           0 ,           0 ,           0
     1619591 ,     1619593 ,           0 ,           0 ,           0 ,           0 ,           0
     1619593 ,     1619601 ,           2 ,     1619585 ,     1619591 ,           0 ,           0
     1619595 ,     1619597 ,           2 ,     1619579 ,     1619581 ,           0 ,           0
     1619597 ,     1619587 ,           1 ,     1619595 ,           0 ,           0 ,           0
     1619599 ,     1619601 ,           0 ,           0 ,           0 ,           0 ,           0
     1619601 ,     1619607 ,           2 ,     1619593 ,     1619599 ,           0 ,           0
     1619603 ,     1619607 ,           0 ,           0 ,           0 ,           0 ,           0
     1619605 ,     1619609 ,           0 ,           0 ,           0 ,           0 ,           0
     1619607 ,     1619609 ,           2 ,     1619601 ,     1619603 ,           0 ,           0
     1619609 ,     1619613 ,           2 ,     1619605 ,     1619607 ,           0 ,           0
     1619611 ,     1619617 ,           2 ,     1620023 ,     1620025 ,           0 ,           0
     1619613 ,     1619621 ,           2 ,     1619609 ,     1619617 ,           0 ,           0
     1619615 ,     1619633 ,           0 ,           0 ,           0 ,           0 ,           0
     1619617 ,     1619613 ,           2 ,     1619611 ,     1620027 ,           0 ,           0
     1619619 ,     1620025 ,           1 ,     1619623 ,           0 ,           0 ,           0
     1619621 ,     1619633 ,           2 ,     1619613 ,     1619625 ,           0 ,           0
     1619623 ,     1619619 ,           0 ,           0 ,           0 ,           0 ,           0
     1619625 ,     1619621 ,           0 ,           0 ,           0 ,           0 ,           0
     1619627 ,     1620029 ,           0 ,           0 ,           0 ,           0 ,           0
     1619629 ,     1620029 ,           0 ,           0 ,           0 ,           0 ,           0
     1619631 ,     1619635 ,           0 ,           0 ,           0 ,           0 ,           0
     1619633 ,     1619635 ,           2 ,     1619615 ,     1619621 ,           0 ,           0
     1619635 ,     1619639 ,           2 ,     1619631 ,     1619633 ,           0 ,           0
     1619637 ,     1619639 ,           0 ,           0 ,           0 ,           0 ,           0
     1619639 ,     1620031 ,           2 ,     1619635 ,     1619637 ,           0 ,           0
     1619641 ,     1620047 ,           0 ,           0 ,           0 ,           0 ,           0
     1619643 ,     1619655 ,           0 ,           0 ,           0 ,           0 ,           0
     1619645 ,     1620049 ,           0 ,           0 ,           0 ,           0 ,           0
     1619647 ,     1619649 ,           1 ,     1620051 ,           0 ,           0 ,           0
     1619649 ,     1619653 ,           2 ,     1619647 ,     1619663 ,           0 ,           0
     1619651 ,     1620053 ,           0 ,           0 ,           0 ,           0 ,           0
     1619653 ,     1619667 ,           2 ,     1619649 ,     1620031 ,           0 ,           0
     1619655 ,     1620055 ,           2 ,     1619643 ,     1620035 ,           0 ,           0
     1619657 ,     1619665 ,           1 ,     1620053 ,           0 ,           0 ,           0
     1619659 ,     1619665 ,           1 ,     1620055 ,           0 ,           0 ,           0
     1619661 ,     1620681 ,           0 ,           0 ,           0 ,           0 ,           0
     1619663 ,     1619649 ,           2 ,     1619671 ,     1619691 ,           0 ,           0
     1619665 ,     1619681 ,           2 ,     1619657 ,     1619659 ,           0 ,           0
     1619667 ,     1620061 ,           2 ,     1619653 ,     1619677 ,           0 ,           0
     1619669 ,     1619681 ,           1 ,     1620057 ,           0 ,           0 ,           0
     1619671 ,     1619663 ,           2 ,     1619673 ,     1619685 ,           0 ,           0
     1619673 ,     1619671 ,           0 ,           0 ,           0 ,           0 ,           0
     1619675 ,     1620059 ,           0 ,           0 ,           0 ,           0 ,           0
     1619677 ,     1619667 ,           0 ,           0 ,           0 ,           0 ,           0
     1619679 ,     1619687 ,           1 ,     1620061 ,           0 ,           0 ,           0
     1619681 ,     1620041 ,           2 ,     1619665 ,     1619669 ,           0 ,           0
     1619683 ,     1620041 ,           1 ,     1620059 ,           0 ,           0 ,           0
     1619685 ,     1619671 ,           2 ,     1620041 ,     1620043 ,           0 ,           0
     1619687 ,     1619693 ,           1 ,     1619679 ,           0 ,           0 ,           0
     1619689 ,     1619693 ,           0 ,           0 ,           0 ,           0 ,           0
     1619691 ,     1619663 ,           0 ,           0 ,           0 ,           0 ,           0
     1619693 ,     1620063 ,           2 ,     1619687 ,     1619689 ,           0 ,           0
     1619695 ,     1620065 ,           0 ,           0 ,           0 ,           0 ,           0
     1619697 ,     1619699 ,           0 ,           0 ,           0 ,           0 ,           0
     1619699 ,     1620077 ,           2 ,     1619697 ,     1619703 ,           0 ,           0
     1619701 ,     1620085 ,           0 ,           0 ,           0 ,           0 ,           0
     1619703 ,     1619699 ,           0 ,           0 ,           0 ,           0 ,           0
     1619705 ,     1620097 ,           0 ,           0 ,           0 ,           0 ,           0
     1619707 ,     1620999 ,           0 ,           0 ,           0 ,           0 ,           0
     1619709 ,     1621731 ,           0 ,           0 ,           0 ,           0 ,           0
     1620023 ,     1619611 ,           0 ,           0 ,           0 ,           0 ,           0
     1620025 ,     1619611 ,           1 ,     1619619 ,           0 ,           0 ,           0
     1620027 ,     1619617 ,           0 ,           0 ,           0 ,           0 ,           0
     1620029 ,     1620675 ,           2 ,     1619627 ,     1619629 ,           0 ,           0
     1620031 ,     1619653 ,           1 ,     1619639 ,           0 ,           0 ,           0
     1620033 ,     1620039 ,           0 ,           0 ,           0 ,           0 ,           0
     1620035 ,     1619655 ,           0 ,           0 ,           0 ,           0 ,           0
     1620037 ,     1620039 ,           0 ,           0 ,           0 ,           0 ,           0
     1620039 ,     1620057 ,           2 ,     1620033 ,     1620037 ,           0 ,           0
     1620041 ,     1619685 ,           2 ,     1619681 ,     1619683 ,           0 ,           0
     1620043 ,     1619685 ,           0 ,           0 ,           0 ,           0 ,           0
     1620045 ,     1619577 ,           1 ,     1619571 ,           0 ,           0 ,           0
     1620047 ,     1620051 ,           1 ,     1619641 ,           0 ,           0 ,           0
     1620049 ,     1620051 ,           1 ,     1619645 ,           0 ,           0 ,           0
     1620051 ,     1619647 ,           2 ,     1620047 ,     1620049 ,           0 ,           0
     1620053 ,     1619657 ,           1 ,     1619651 ,           0 ,           0 ,           0
     1620055 ,     1619659 ,           1 ,     1619655 ,           0 ,           0 ,           0
     1620057 ,     1619669 ,           1 ,     1620039 ,           0 ,           0 ,           0
     1620059 ,     1619683 ,           1 ,     1619675 ,           0 ,           0 ,           0
     1620061 ,     1619679 ,           1 ,     1619667 ,           0 ,           0 ,           0
     1620063 ,     1620067 ,           1 ,     1619693 ,           0 ,           0 ,           0
     1620065 ,     1620067 ,           1 ,     1619695 ,           0 ,           0 ,           0
     1620067 ,     1620069 ,           2 ,     1620063 ,     1620065 ,           0 ,           0
     1620069 ,     1620071 ,           1 ,     1620067 ,           0 ,           0 ,           0
     1620071 ,     1620073 ,           1 ,     1620069 ,           0 ,           0 ,           0
     1620073 ,     1620075 ,           1 ,     1620071 ,           0 ,           0 ,           0
     1620075 ,     1620079 ,           1 ,     1620073 ,           0 ,           0 ,           0
     1620077 ,     1620079 ,           1 ,     1619699 ,           0 ,           0 ,           0
     1620079 ,     1620087 ,           2 ,     1620075 ,     1620077 ,           0 ,           0
     1620081 ,     1620087 ,           1 ,     1620083 ,           0 ,           0 ,           0
     1620083 ,     1620081 ,           1 ,    24619246 ,           0 ,           0 ,           0
     1620085 ,     1620089 ,           1 ,     1619701 ,           0 ,           0 ,           0
     1620087 ,     1620089 ,           2 ,     1620079 ,     1620081 ,           0 ,           0
     1620089 ,     1620091 ,           2 ,     1620085 ,     1620087 ,           0 ,           0
     1620091 ,     1620093 ,           1 ,     1620089 ,           0 ,           0 ,           0
     1620093 ,     1620095 ,           1 ,     1620091 ,           0 ,           0 ,           0
     1620095 ,     1621121 ,           2 ,     1620093 ,     1620097 ,           0 ,           0
     1620097 ,     1620095 ,           1 ,     1619705 ,           0 ,           0 ,           0
     1620567 ,     1620581 ,           0 ,           0 ,           0 ,           0 ,           0
     1620569 ,     1620581 ,           0 ,           0 ,           0 ,           0 ,           0
     1620571 ,     1620579 ,           0 ,           0 ,           0 ,           0 ,           0
     1620573 ,     1620579 ,           1 ,     1621141 ,           0 ,           0 ,           0
     1620575 ,     1620585 ,           0 ,           0 ,           0 ,           0 ,           0
     1620577 ,     1620585 ,           0 ,           0 ,           0 ,           0 ,           0
     1620579 ,     1621063 ,           2 ,     1620571 ,     1620573 ,           0 ,           0
     1620581 ,     1621063 ,           2 ,     1620567 ,     1620569 ,           0 ,           0
     1620583 ,     1620589 ,           0 ,           0 ,           0 ,           0 ,           0
     1620585 ,     1620589 ,           2 ,     1620575 ,     1620577 ,           0 ,           0
     1620587 ,     1620611 ,           1 ,     1621143 ,           0 ,           0 ,           0
     1620589 ,     1620611 ,           2 ,     1620583 ,     1620585 ,           0 ,           0
     1620591 ,     1620595 ,           0 ,           0 ,           0 ,           0 ,           0
     1620593 ,     1620595 ,           0 ,           0 ,           0 ,           0 ,           0
